车名	评分	购买地点	购买时间	购买价格	油耗+里程	序号	列1	空间	动力	操控	油耗	舒适性	外观	内饰	性价比	购车目的	Attributes	Sentences	Label
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	操控性	"['座驾真皮手感好,软软的,又不会塌。']"	positive
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	保养	"['性价比真的非常高,加上车子的表现这么好,我对昂科威是特别满意的。', '我也变成别克的兼职销售,就像当初别人给我推荐昂科威一样。', '这个价位', '性价比确实很高,跟同级别的车相比优势还是很明显的。']"	positive
昂科威                        2014款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	佛山	2015/10/1	26.69万元		7709	4.5	5	5	5	4	4	5	4	5	上下班购物接送小孩自驾游	保养	"['车前身价格稍贵', '经过看车还是买回来载人放东西', '性价比：总体上说性价比还可以。']"	positive
昂科威                        2014款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	佛山	2015/10/1	26.69万元		7709	4.5	5	5	5	4	4	5	4	5	上下班购物接送小孩自驾游	车身空间	['空间方面不错']	positive
昂科威                        2014款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	佛山	2015/10/1	26.69万元		7709	4.5	5	5	5	4	4	5	4	5	上下班购物接送小孩自驾游	动力性能	"['非常不错哦动力方面：我的是28T四驱精英型,开了有个700多公里,总体不错,很好的动力感,如果说稍有不足的地方是起步时稍有钝辍感操控方面：很不错']"	positive
昂科威                        2014款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	佛山	2015/10/1	26.69万元		7709	4.5	5	5	5	4	4	5	4	5	上下班购物接送小孩自驾游	燃油系统	"['暂时没有油耗方面：开了有一段时间,基本在市区多,油耗基本在11个左右,可能还没有过磨合期,只要喜欢这点不算问题,嘿嘿舒适性方面：家人普遍觉得舒适性很好,特别是总是坐车晕车的家属也表示这车防震和舒适性很好。']"	positive
昂科威                        2014款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	佛山	2015/10/1	26.69万元		7709	4.5	5	5	5	4	4	5	4	5	上下班购物接送小孩自驾游	外观设计	"['外观方面：外观很漂亮,给人以霸气活力的感觉,还兼具了时尚,不错。', '不论外形还是车本身性能都非常不错']"	positive
昂科威                        2014款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	佛山	2015/10/1	26.69万元		7709	4.5	5	5	5	4	4	5	4	5	上下班购物接送小孩自驾游	内饰	['内饰方面：内饰方面还是比较精致的。']	positive
昂科威                        2014款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	贵阳	2015/12/1	29.90万元	14.5升/百公里400公里	7501	4.25	4	5	4	3	5	4	4	5	上下班购物自驾游	动力性能	"['动力足,安全系统比较完备,大小适中,前排舒适,降噪不错。']"	positive
昂科威                        2014款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	贵阳	2015/12/1	29.90万元	14.5升/百公里400公里	7501	4.25	4	5	4	3	5	4	4	5	上下班购物自驾游	行驶	"['底盘较低,自动启停出过小毛病。', '轮毂的确小了。']"	negative
昂科威                        2014款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	贵阳	2015/12/1	29.90万元	14.5升/百公里400公里	7501	4.25	4	5	4	3	5	4	4	5	上下班购物自驾游	车身空间	['空间足够']	positive
昂科威                        2014款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	贵阳	2015/12/1	29.90万元	14.5升/百公里400公里	7501	4.25	4	5	4	3	5	4	4	5	上下班购物自驾游	内饰	"['但是座椅较短,在后排感觉明显.', '内饰比较豪华']"	neutral
昂科威                        2014款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	贵阳	2015/12/1	29.90万元	14.5升/百公里400公里	7501	4.25	4	5	4	3	5	4	4	5	上下班购物自驾游	转向	['方向盘稍轻。']	neutral
昂科威                        2014款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	贵阳	2015/12/1	29.90万元	14.5升/百公里400公里	7501	4.25	4	5	4	3	5	4	4	5	上下班购物自驾游	燃油系统	"['对这高油耗有心理准备,贵阳又这么堵车。']"	neutral
昂科威                        2014款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	贵阳	2015/12/1	29.90万元	14.5升/百公里400公里	7501	4.25	4	5	4	3	5	4	4	5	上下班购物自驾游	车身附件	"['不喜欢前台装饰板,老气就罢了,还是仿大理石。']"	negative
昂科威                        2017款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	南阳	2017/5/1	20.20万元	9.7升/百公里5420公里	9148	4	5	4	4	4	4	5	4	5	上下班自驾游跑长途	车身空间	['空间够用']	positive
昂科威                        2017款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	南阳	2017/5/1	20.20万元	9.7升/百公里5420公里	9148	4	5	4	4	4	4	5	4	5	上下班自驾游跑长途	内饰	"['后排略微感觉低,不过不常坂人。', '对内饰不是特别讲究,做工还算不错,挺扎实。']"	neutral
昂科威                        2017款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	南阳	2017/5/1	20.20万元	9.7升/百公里5420公里	9148	4	5	4	4	4	4	5	4	5	上下班自驾游跑长途	制动	"['刹车较轻,方向不重。']"	neutral
昂科威                        2017款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	南阳	2017/5/1	20.20万元	9.7升/百公里5420公里	9148	4	5	4	4	4	4	5	4	5	上下班自驾游跑长途	燃油系统	['油耗9.']	neutral
昂科威                        2017款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	南阳	2017/5/1	20.20万元	9.7升/百公里5420公里	9148	4	5	4	4	4	4	5	4	5	上下班自驾游跑长途	外观设计	['还有孔武有力的外观。']	positive
昂科威                        2017款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	南阳	2017/5/1	20.20万元	9.7升/百公里5420公里	9148	4	5	4	4	4	4	5	4	5	上下班自驾游跑长途	保养	['性价比也算最高。']	positive
昂科威                        2015款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	沧州	2015/5/1	21.99万元	9.5升/百公里7600公里	7997	3.5	5	3	4	3	4	3	5	4	上下班	内饰	"['内饰20多万的车,连个倒车雷达都没有。', '因为这样的内饰']"	neutral
